ppi;epsilon;from;to;x;y;stepsize;sampledvalue;n;mean;stddev;rmse;truevalue;functionset
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;84.0;1.9486788885698754E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;85.0;1.8536406977110134E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;86.0;1.6772434628832078E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;87.0;1.5954433339459783E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;88.0;1.4436168269103627E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;89.0;1.3732108034614912E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;90.0;1.2425325178231812E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;91.0;1.1819334918523675E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;92.0;1.0694576490579222E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;93.0;1.0172995840412539E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;94.0;9.204907289929437E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;95.0;8.755978663982005E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;96.0;7.922737126695429E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;97.0;7.536340677496933E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;98.0;6.8191630400657E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;99.0;6.486588534178236E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;100.0;5.869308021127494E-5;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;56.99999999999999;0.0015137144894358581;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;57.99999999999999;0.0013696655102647631;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;28.999999999999996;0.012361249719848814;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;1.0;0.022523665510858427;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;0.0;0.007404179134340572;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;1.9999999999999998;0.008182883451495725;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;13.599999999999984;0.01089943829513231;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;12.599999999999987;0.011458264446406565;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;14.59999999999998;0.010367866416859753;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;3.0000000000000004;0.008602428857571133;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;11.59999999999999;0.012045742227140242;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;15.599999999999977;0.009862219605009784;0.19999999999999962;20.0;150;10.154065315153177;5.460442260510113;5.4844498198031;10.666666666666668;[SubsampleAggregate, Sum, Sum]
